MA2,DH5,DL18,FH3,RA1,RA3,CR1,TA2
3.93,7.089271605,0,10.22222222,0.736809597,-0.393987668,0.506327898,0.368675643
0.63,3.533759259,0.055555556,73.33333333,1.004281298,-0.49410828,0.223737421,0.585210054
5.46,9.889527778,0,15.25,2.208632371,-1.249004466,0.725685556,0.439075473
1.86,6.137861111,0,51.75,1.488018554,-0.858030281,0.454966263,0.324447553
3.8,14.27894286,0,40.38888889,3.823669516,-1.645662207,0.706697984,0.355448139
1.34,2.75984127,0,19.91666667,0.645397832,-0.297476579,0.373793537,0.255923677
1.78,3.980657143,0,29.83333333,1.138287847,-0.600110552,0.594005064,0.209108797
1.63,3.779955556,0,30.61111111,1.065178655,-0.559975309,0.576276866,0.221410827
2.04,5.058574603,0,36.19444444,1.694619262,-0.743035694,0.734536824,0.205394292
1.63,3.5256,0,27.77777778,1.117269276,-0.582598221,0.523588188,0.222373845
1.27,3.835577778,0,49.97222222,1.25460344,-0.666243828,0.569703055,0.330515924
2.05,7.538196825,0,75.72222222,3.59915388,-2.079069122,0.953183742,0.237208847
1.33,5.060996825,0,66.25,1.061229556,-0.415939574,0.650971811,0.316199347
1.92,6.373349206,0,50.41666667,1.584703995,-0.618588664,0.723133279,0.274307998
1.19,5.737184127,0.555555556,76.61111111,1.907016923,-0.958071175,0.615731464,0.347463171
1.77,5.345307937,0,53.33333333,2.220353643,-1.358111761,0.793848642,0.238022781
1.38,3.845069841,0,48.58333333,1.522627025,-0.890536869,0.635110951,0.26933599
0.86,2.470882155,0,45.55555556,1.067007153,-0.480777162,0.412279559,0.461113647
1.86,8.298101587,0,78.16666667,3.788015575,-1.618182235,1.006330333,0.235287469
1.91,8.049971429,0,67.41666667,3.910737661,-1.706057524,0.984585283,0.250963847
1.79,7.217244444,0,74.52777778,3.258697601,-1.444299708,0.823147221,0.261856689
1.7,3.500742857,0,26.75,1.246648273,-0.637442458,0.55491202,0.187923042
1.5,3.666111111,0,31.72222222,0.686846046,-0.366294037,0.452948657,0.220041493
1.2,3.590688889,0,47.58333333,1.354918794,-0.743507747,0.525384632,0.318755125
1.41,2.843104762,0,23.33333333,0.936317129,-0.448264584,0.438084891,0.225983272
1.48,5.072933333,0,56.91666667,2.029133839,-1.027470923,0.607346685,0.281876024
3.05,15.39974286,0,81.5,6.998838634,-3.661336524,1.254376351,0.216115652
1.16,2.531504762,0,21.02777778,0.506145038,-0.204601351,0.351351364,0.319320104
3.43,11.70717778,0,68.5,5.243769248,-2.915938892,1.186327584,0.199261471
4.5,10.36862857,0,26.88888889,0.937345049,-0.476968896,0.923252082,0.277646511
4.14,8.698152381,0,18.05555556,1.073318732,-0.483258065,0.958529496,0.290174087
1.04,4.230780952,0,75.02777778,1.940919513,-1.063289003,0.646975272,0.373414707
1.79,5.593701587,0,55.38888889,1.258859863,-0.630881492,0.692478802,0.264729437
1.135,3.651711111,0,52.83333333,1.130193667,-0.532977597,0.568918176,0.362159559
0.75,4.44952862,0,71.88888889,0.835903753,-0.40567654,0.334408477,0.544269627
1.31,4.057932099,0,50.16666667,0.818313971,-0.312885141,0.356922844,0.334688543
0.9,4.336833333,0,71.69444444,1.26733802,-0.485544102,0.350624285,0.460073909
0.98,3.74437963,0,64.58333333,0.601180602,-0.208642807,0.294238384,0.431522009
0.99,4.483320988,0,68.63888889,1.295384833,-0.544246641,0.380782471,0.430366494
1.2,5.579688272,0,63.80555556,2.618402471,-1.02248535,0.486450259,0.382669772
0.99,4.693240741,0,65.86111111,1.852827314,-0.76943865,0.445233486,0.436244016
0.93,3.860209877,0,61.44444444,1.148009965,-0.463845516,0.306530129,0.442440312
1.41,4.989947531,0,53.05555556,1.50829781,-0.582984872,0.399786125,0.326854337
1.26,4.282367284,0,52.27777778,1.258519979,-0.567670225,0.404518849,0.350793618
0.9,3.502503086,0,58.61111111,0.808686896,-0.365531269,0.315631486,0.461080864
1.58,3.667021605,0,25.08333333,0.641618198,-0.25836621,0.330738139,0.312022396
1.09,4.069333333,0,55.91666667,1.194269518,-0.558985402,0.399676976,0.381532782
1.36,4.610688272,0,49.41666667,1.432371892,-0.67948363,0.435815341,0.326484424
1.2,4.451783951,0,55.08333333,1.555528343,-0.657169943,0.39532606,0.351893654
1.15,3.233209877,5.388888889,40.88888889,0.666189723,-0.314503798,0.300573289,0.349579633
1.13,4.108743827,0,53.66666667,1.541602132,-0.639120316,0.352947051,0.361340757
1.33,3.616805556,0,41.36111111,0.805955906,-0.292558965,0.31050076,0.293591169
1.16,3.256061728,0,37.97222222,0.982195476,-0.401100178,0.306867448,0.340886
1.41,3.55991358,0,31.83333333,0.939416376,-0.372339053,0.341692627,0.264153821
0.82,3.179611111,0,66.25,1.013815131,-0.405809726,0.326503731,0.471924715
0.89,3.152632716,0,58.33333333,0.896257934,-0.364217943,0.312240072,0.448246714
0.87,3.206567901,0,58.13888889,0.759273288,-0.329586485,0.298180395,0.451382908
0.88,3.260993827,0,55.30555556,1.14129203,-0.417021858,0.317070334,0.438182918
0.5,2.079429012,0,58.13888889,0.704212111,-0.261074,0.187510041,0.800607484
0.6,2.438950617,0,59.63888889,0.727950062,-0.295218261,0.223372491,0.678546254
0.37,1.853549206,0,68.44444444,0.562987309,-0.242546654,0.164206038,0.695794628
0.72,1.911139683,6.194444444,34.75,0.308943814,-0.156509524,0.15770668,0.699723719
0.37,1.899209877,8.916666667,64.41666667,0.922863822,-0.437895978,0.202883388,0.716977869
0.92,4.009061728,0,70.41666667,1.080419162,-0.408106335,0.35432124,0.449249585
1,4.003709877,0,63.83333333,0.500753301,-0.192761651,0.296366224,0.433153124
0.61,3.89554321,0.222222222,91.69444444,1.039136648,-0.425570191,0.321128402,0.540099376
1.13,4.66758642,0,60.86111111,1.052776171,-0.411688532,0.369397063,0.399727183
0.95,4.290012346,1.166666667,70.52777778,1.137746835,-0.415061201,0.359563859,0.439020906
0.86,3.961506173,0,70.75,0.790433245,-0.312792814,0.302692534,0.492227387
0.76,3.864339506,0,80.58333333,1.065726779,-0.41543445,0.333842294,0.503833199
1.68,4.980654321,0,52.61111111,1.427081384,-0.496073713,0.451653076,0.266680755
1.12,4.936367003,0,55.11111111,0.706997255,-0.282669405,0.380701726,0.48465737
0.72,4.719484568,0,75.27777778,0.770561978,-0.285492623,0.297239612,0.57849646
1.01,3.872845679,0,47.94444444,0.623791411,-0.234226959,0.288452257,0.472433513
0.95,4.323614198,0,64.63888889,0.736175863,-0.287882041,0.322352121,0.467961562
0.76,4.111682099,0,77.36111111,1.094038519,-0.4306627,0.339289048,0.513515987
0.75,3.678580247,0,74.83333333,1.027751658,-0.398751901,0.336319094,0.518288475
1.82,6.180231481,0,53.75,2.46109303,-0.872737667,0.615838654,0.288772219
1.29,4.170617284,0,58.08333333,1.694568313,-0.621738648,0.448065647,0.336462586
2.38,5.285984568,0,23.05555556,0.358634341,-0.191853389,0.442745062,0.281518308
1.76,4.866817901,0,42.97222222,0.425729947,-0.19175208,0.393280268,0.301834426
1.68,4.721101852,0,44.19444444,0.67980888,-0.269915888,0.391979821,0.323651484
1.73,4.994722222,0,50.66666667,1.437856745,-0.589274055,0.4821718,0.280874905
2.48,7.207429012,0,43.08333333,2.559265244,-0.908612704,0.67390867,0.265643109
2.85,5.110580247,0,4.805555556,0.358379011,-0.117097091,0.481632801,0.370982545
0.51,2.056737654,0,58.19444444,0.705853161,-0.258651209,0.195075459,0.798858722
0.65,2.987450617,0,68.27777778,1.279702626,-0.497878079,0.285812412,0.5647815
0.39,2.225478395,0,75.25,0.998360933,-0.391811065,0.21907764,0.815880344
0.54,2.265842593,0,59.72222222,0.714014107,-0.281187769,0.217930168,0.739659929
0.73,2.600555556,0,48.05555556,1.044661178,-0.407923781,0.27369634,0.558576705
0.54,2.33675,0,62.05555556,0.924067259,-0.370067387,0.235564221,0.685722084
0.55,2.571126543,0,72.75,0.779791246,-0.289897243,0.2434518,0.667790948
0.53,2.388888889,0,64.72222222,0.804055574,-0.312581102,0.219998172,0.709567058
0.45,2.590464052,0.111111111,71.55555556,1.26985667,-0.466777552,0.26137639,0.695680736
0.47,2.50670679,0,78.13888889,1.025428003,-0.388771245,0.245523695,0.696278274
0.62,1.882047619,1.194444444,38.5,0.799641754,-0.326912582,0.204298523,0.761302423
0.39,1.721753086,4.777777778,52,0.629426926,-0.320282005,0.155982152,0.632128228
0.35,1.787962963,4.055555556,68.88888889,0.757890898,-0.323116373,0.169533451,0.657854791
0.97,2.008117647,0,18.63888889,0.697902439,-0.287888316,0.218198495,0.407138799
2.24,4.452259259,0,16.72222222,1.072426493,-0.377295082,0.385330602,0.201775292
0.21,1.748481481,20.66666667,77.55555556,1.051967617,-0.433787526,0.163727861,0.66590979
0.77,1.575698413,0,23.13888889,0.083066948,-0.042506934,0.144319657,0.712038829
0.24,1.455302469,4.75,98,0.104381295,-0.051194214,0.092985049,0.548869622
0.4,3.804410494,0,113.6666667,0.919475432,-0.37828798,0.229876576,0.547584049
2.13,4.357512346,0,17.69444444,1.129279368,-0.388161481,0.389211922,0.214879528
1.74,3.279561728,0,13.55555556,0.881506159,-0.360516529,0.308218329,0.203787744
0.39,2.935385802,0,86.75,0.667523246,-0.321141689,0.191795817,0.705900927
0.96,2.389104938,0,29.63888889,0.598751872,-0.304949675,0.228313765,0.425733851
1.43,3.024503086,0,18.91666667,0.741878519,-0.285826745,0.278506857,0.247899848
0.62,3.706098765,0,78.38888889,1.847927987,-0.697958426,0.308080568,0.532518834
0.48,3.885305556,0,92.72222222,2.138972973,-0.787858032,0.307797151,0.587758624
0.47,2.852802469,0,75.38888889,1.218310034,-0.494592302,0.257768884,0.657687328
0.47,2.957569024,0,81.58333333,0.541970579,-0.251428775,0.1998824,0.689363604
0.57,3.294166667,0,70.83333333,1.88939385,-0.824471744,0.317315848,0.57205815
0.87,3.467885802,0,63.80555556,0.74703827,-0.323290028,0.271971813,0.433329817
0.59,3.972196825,0,80.72222222,2.151125079,-0.857035598,0.366899472,0.515316634
0.26,2.073135802,0.527777778,81.5,0.393205562,-0.170354184,0.197411941,0.74485618
0.37,1.838987302,0,66.5,0.17615991,-0.081952949,0.146405007,0.705082371
0.47,2.218558642,0,68.91666667,0.125602596,-0.068055602,0.19851765,0.826714857
0.52,2.239947531,0,66.61111111,0.313897478,-0.113494774,0.219925944,0.828254938
0.76,3.249765432,0,61.77777778,0.418343383,-0.166431913,0.281915949,0.553000198
0.69,2.85937963,0,59.44444444,0.362326401,-0.126023342,0.245760727,0.616298549
0.53,2.284512346,0,56.75,0.175475553,-0.072137426,0.181065905,0.830557791
0.96,2.562101852,0.722222222,36.08333333,0.160513689,-0.073183288,0.22276807,0.493142374
0.82,2.947299383,0,55.75,0.461640904,-0.18902837,0.280049164,0.525471825
0.64,2.368481481,0.305555556,61.19444444,0.232594142,-0.115709318,0.17946452,0.72169282
0.61,2.403907407,0,66.02777778,0.215593269,-0.105330169,0.171606424,0.741967545
0.61,2.514626543,0,54.83333333,0.19861857,-0.082163578,0.20974351,0.765717448
0.97,3.210222222,0,40.16666667,0.223393115,-0.10801343,0.267889758,0.501263389
0.75,3.519292929,0,65.69444444,1.444723468,-0.615561783,0.345899777,0.509134932
0.7,3.86379798,0,68.86111111,0.507631418,-0.229457032,0.243075028,0.602788672
0.78,4.068711806,0,70.27777778,1.239539432,-0.523248962,0.367835221,0.515295758
0.84,4.174222222,0,53.61111111,0.355128593,-0.159858523,0.27021146,0.559842468
1.28,6.060069444,0,54.63888889,0.975549451,-0.336348379,0.433621873,0.436441037
1.43,4.644128472,0,38.47222222,0.590214286,-0.25035463,0.401302101,0.401687462
1.37,4.371579125,0,43.5,0.47806968,-0.207793555,0.375490119,0.404623771
1.71,5.542218855,0,45.08333333,0.903666352,-0.369224926,0.466360051,0.367958205
2.03,6.792015432,0,50.19444444,0.61740674,-0.289794686,0.497446276,0.303131561
1.24,5.532787037,0,65.33333333,0.461041483,-0.183839747,0.376296479,0.400762687
2.41,6.538391975,0,41.02777778,1.607346939,-0.529987387,0.620624443,0.244981394
2.15,6.244342593,0,49.30555556,0.886470588,-0.374370362,0.565647821,0.243966484
1.6,4.837509259,0,41.13888889,0.425907226,-0.145846835,0.363027997,0.281455648
2.2,7.010592593,0,53.13888889,1.056902511,-0.444969897,0.550128156,0.258673394
1.2,4.144975309,0,58.33333333,0.871346741,-0.406928928,0.364117263,0.340322268
1.34,4.515104377,0,54.33333333,1.092802779,-0.449081557,0.407331496,0.335581467
1.74,3.878391975,0,24.58333333,0.254894695,-0.11422384,0.322431588,0.260798234
1.55,3.695657407,0,28.36111111,0.215069499,-0.099124502,0.299651979,0.285577113
2.55,10.59483951,0,79.08333333,5.873141408,-2.109196658,1.090697847,0.257393613
2.16,8.491301587,0,67.75,5.822370304,-2.177391013,0.873274104,0.243346051
2.35,4.902506173,0,18.61111111,0.675901696,-0.20354832,0.467038047,0.236491014
2.87,5.891959877,0,26.55555556,1.04140595,-0.517359724,0.592891335,0.224552218
2.08,5.823373457,0,57.33333333,2.667412549,-1.068140335,0.653961794,0.21486706
1.94,5.103972222,0,41.36111111,1.225536881,-0.423194251,0.50824116,0.246471038
2.19,5.281873457,0,39.11111111,2.124337739,-0.78721087,0.662584758,0.215864439
2.34,7.058104575,0,52.05555556,3.18581604,-1.368061876,0.841506685,0.230529994
0.83,2.924382716,0,58.33333333,0.726653276,-0.277286693,0.299291028,0.488008438
1.24,3.473981481,0,42.33333333,1.083748892,-0.430254874,0.373690031,0.327467306
1.21,3.611262346,0,47.30555556,1.075458107,-0.411530377,0.382464474,0.33878845
1.28,4.133895425,0,50.19444444,1.573039103,-0.675572029,0.464864169,0.349792982
1.12,3.831518519,0,55.63888889,1.447762199,-0.603758774,0.400624587,0.378839069
0.46,2.627515432,0,81.52777778,1.056329223,-0.466858121,0.233168049,0.690049624
0.54,2.216916667,0,63.75,0.800283375,-0.312229323,0.221219497,0.749033843
0.93,3.633029412,1.888888889,62.88888889,1.612450713,-0.683157692,0.350341545,0.443980345
0.32,2.307839506,9,85.75,1.35612127,-0.583344837,0.236007732,0.794003389
1.04,3.920324074,0.166666667,60.66666667,1.30434349,-0.560459633,0.391315947,0.40350735
0.78,3.327287037,0,65.11111111,1.226689094,-0.539871621,0.325066657,0.49638224
1.4,4.652006173,0.083333333,59.72222222,2.047093582,-0.8322235,0.476832771,0.313631284
1.59,4.830549206,0.333333333,49.97222222,2.08394197,-0.846761939,0.513309506,0.30317413
1.46,4.64540625,0,50.80555556,1.735594448,-0.729898438,0.464432594,0.330311225
1.36,4.436911765,0,54.5,1.628137339,-0.701990375,0.425982372,0.343690056
0.71,2.620203704,0,54.27777778,0.710008299,-0.321775549,0.241894994,0.612672011
0.66,2.928851852,0,67.55555556,1.130303907,-0.479689189,0.277323499,0.565712932
0.63,2.39082716,0,59.22222222,0.755463359,-0.321935092,0.225683541,0.663426611
0.55,2.506012346,0,67.97222222,0.959936232,-0.406453039,0.23621108,0.6735367
0.5,2.324904762,0,66.22222222,0.894843618,-0.406624408,0.22886955,0.729432809
0.43,2.723759259,11.94444444,85.13888889,1.525049845,-0.577227285,0.261331393,0.664585046
0.52,2.882219136,0.638888889,75,1.382952325,-0.577895519,0.279773465,0.616970668
1.63,3.6905,0,21.02777778,0.910713407,-0.337456892,0.363431011,0.266513735
1.72,4.486975309,0,32.52777778,1.391515942,-0.534301315,0.420631451,0.272872547
2.04,4.290080247,0,18.97222222,1.151235763,-0.451573235,0.460354865,0.244429703
0.68,4.388003086,0,80.55555556,1.855590104,-0.693137427,0.319883678,0.509425902
0.25,2.620762346,4.75,90.02777778,1.069066863,-0.453848074,0.278891032,0.839446834
0.33,2.031308642,0,77.63888889,0.519707127,-0.244470985,0.192610396,0.753469882
1.18,1.887356209,0,4,0.140899343,-0.067993657,0.219530127,0.237902622
0.6,1.64991358,0,35.16666667,0.186180422,-0.082189533,0.167694998,0.694748336
0.41,1.379685185,0,47.5,0.118458356,-0.066598851,0.133286146,0.551932126
1.38,3.913765432,0,43,1.042081013,-0.508979213,0.413282122,0.290708574
1.38,3.695731481,0,42.16666667,0.609810034,-0.311097713,0.359302377,0.283350955
1.23,3.046825397,0,31.08333333,0.417665953,-0.233939798,0.304566258,0.31967091
0.94,3.269462963,0,56.47222222,0.70530848,-0.328921965,0.311255002,0.445106588
0.52,2.452126543,0,62.91666667,0.141507402,-0.0798694,0.2480684,0.90625417
0.58,2.052484568,0,39.72222222,0.156956406,-0.092732841,0.221156545,0.825580647
0.29,3.010685185,0.027777778,90.11111111,0.294509566,-0.167534105,0.274672159,0.915616869
0.76,6.093064815,0,116.5555556,0.275406313,-0.204819377,0.513461618,0.69960054
0.38,1.711216049,0,55.27777778,0.166793802,-0.097680628,0.188589783,0.651412473
0.23,1.249364198,0,63.91666667,0.203422667,-0.118306421,0.15796335,0.519892475
0.5,1.400280864,1.138888889,39.55555556,0.093881133,-0.040098877,0.144963694,0.553281404
0.48,1.083188272,0,24.38888889,0.027567442,-0.014476472,0.123585417,0.310199765
0.35,1.092154321,0,48.88888889,0.042566973,-0.022635904,0.115084697,0.409785003
0.39,1.148771605,0,44.69444444,0.033047748,-0.02035834,0.118505188,0.397653913
0.18,1.071441358,2.388888889,80.55555556,0.083993949,-0.038203125,0.111680724,0.532841382
0.4,2.504580247,2.138888889,91.94444444,0.134806588,-0.060261843,0.246230044,0.824095811
0.21,0.650425926,0,30.75,0.04306686,-0.035124437,0.073637007,0.456941013
0.57,2.205521886,0,42.27777778,0.095026164,-0.068000374,0.223838776,0.916956465
0.31,2.769070988,0,71.41666667,0.163407583,-0.113425987,0.174558414,0.925910644
0.39,4.140095679,0,113.5833333,0.222622211,-0.148423868,0.257064843,0.812441316
0.41,1.741305556,0,47.66666667,0.087994342,-0.054246599,0.162613299,0.779296903
0.15,1.804320988,0,71.55555556,0.195326087,-0.127627841,0.176666843,0.812762496
0,0.188830247,237.4166667,117.6666667,0.245016722,-0.148392978,0.012671356,0.596822131
0,0.118205882,279.0277778,51.58333333,0.367364532,-0.184845105,0.017696013,0.783853884
0.04,0.426691358,47.5,83,0.123770264,-0.071402993,0.045232668,0.349733663
0.04,0.221385802,4.361111111,79.94444444,0.082742336,-0.049474206,0.025086227,0.188580752
0.15,0.251987654,0,8.944444444,0.027368617,-0.021095457,0.033162494,0.389693706
0.09,0.54095679,0.388888889,66.75,0.072202152,-0.045300362,0.052067255,0.264878213
0.4,4.744006173,0,76.19444444,0.2055123,-0.151116965,0.292560496,0.851355375
0.03,0.116453704,2.472222222,40.11111111,0.052061679,-0.037790216,0.013129593,0.425160602
0.2,1.268141975,0,74.16666667,0.055667203,-0.043579522,0.107027029,0.670311964
0.03,0.425074074,36.05555556,74,0.209563136,-0.110050283,0.04013042,0.386227212
0.215,1.589098765,9.222222222,92.72222222,0.227823529,-0.083265558,0.191356217,0.675091916
0.2,1.909919753,0,82.22222222,1.319512938,-0.500450542,0.161487803,0.73052904
0.06,0.338052469,0.333333333,71.83333333,0.053515322,-0.040060654,0.034231576,0.3359797
0.03,0.143765432,13,53.11111111,0.043896104,-0.033372348,0.016881579,0.39117043
0.02,0.205009259,44.88888889,78.25,0.048757062,-0.033179546,0.017024896,0.3177357
0.08,0.503104938,0,66.41666667,0.050483976,-0.034928717,0.042537016,0.299226071
0.43,2.945911765,0,55.30555556,2.036265265,-0.83759665,0.269162243,0.729421114
0.03,0.206114198,0.083333333,31.02777778,0.287550077,-0.188114919,0.024037343,0.367866162
0,0.592518519,252.6666667,102.4166667,1.300538278,-0.593326051,0.052253939,0.787686713
0.02,1.002361111,129.3333333,105.3611111,0.901446908,-0.4219896,0.073394718,0.724620642
0.64,4.826990741,48.19444444,91.08333333,4.13249775,-1.202901704,0.432890535,0.470432424
0.39,3.553756173,23.66666667,90.02777778,2.922946237,-0.886518731,0.295937143,0.610016518
0.63,4.084052469,0,75.61111111,2.995834215,-0.990010494,0.388605281,0.51377966
0.29,2.621283951,0,98.75,0.658718223,-0.376398162,0.160937986,0.772928214
0.41,3.612614198,32.88888889,97.61111111,2.590334967,-0.840963248,0.295023784,0.583566324
0.21,2.625817901,21.83333333,106.3888889,0.74363253,-0.396363051,0.154557466,0.803069474
0.52,2.501132716,0,38,1.521690319,-0.637856954,0.223968933,0.735593838
0.59,3.14052381,0,52.58333333,0.811431499,-0.400040462,0.205928634,0.657702315
0.47,4.144024691,0,101.0277778,0.275045443,-0.191708319,0.318797305,0.780417906
0.14,1.12001634,0,77.25,0.169575985,-0.099807862,0.131255355,0.540030716
0.14,1.602419753,5.694444444,100.9166667,0.363029653,-0.196090313,0.199718376,0.6511094
0.69,4.166196078,0,86.97222222,0.282860792,-0.174527027,0.468371242,0.694949185
0.66,4.430537037,0,74.88888889,0.224702271,-0.135747126,0.374542643,0.722684883
0.53,4.045256173,0,70.61111111,0.301048835,-0.17510467,0.288895205,0.743037324
0.2,1.949503268,0,91.08333333,0.079071456,-0.051123457,0.18013813,0.779585721
0.19,2.099104575,0.222222222,92.83333333,0.293039971,-0.178912068,0.191370627,0.786627513
0.09,1.076498413,3.583333333,95.02777778,0.211140315,-0.118695158,0.129384364,0.56917183
0.41,0.712984568,0,8.805555556,0.024677852,-0.016799544,0.098349252,0.19851852
0.25,3.726191358,0,113.6111111,0.677485944,-0.428272251,0.184775972,0.687932345
0.31,3.355479365,0,104.6666667,0.551929825,-0.309420604,0.168738937,0.69079229
0.59,3.048256173,0,62.16666667,0.720413753,-0.340511231,0.187546059,0.618212622
0.2,2.710823529,4.333333333,89,1.415658661,-0.59527782,0.22725202,0.819785634
0.48,2.083604938,0,45,0.978131458,-0.451973737,0.193711464,0.790913906
0.02,1.575817901,107.3888889,119.3055556,1.32140965,-0.662768536,0.117303752,0.798455359
0.05,2.143457912,13.75,97.66666667,2.723809766,-1.088420732,0.202282674,0.835345676
0.09,1.987037037,18.91666667,89.38888889,1.899462159,-0.824826493,0.205799197,0.814335169
0.01,1.136049383,137.3333333,134.5833333,0.604331356,-0.309396914,0.099938927,0.724891286
0.16,1.635774691,0,76.13888889,0.673125,-0.34631772,0.118848198,0.732106691
0,0.247354938,305.3611111,49.72222222,0.877798861,-0.424636615,0.027486225,0.769369233
0,0.215148148,179,176.0833333,0.310815739,-0.158599509,0.024562934,0.442817183
0,0.220574074,248.75,106.3333333,0.763722741,-0.308414097,0.023034019,0.568706012
0.02,0.205194444,70.44444444,65.55555556,0.315504653,-0.153939923,0.03241433,0.39744324
0.04,0.982907407,64.02777778,81.27777778,1.327312349,-0.556348642,0.113789093,0.715950625
0.13,0.377108025,0.027777778,11.38888889,0.337159794,-0.191770742,0.04257537,0.295920448
0.15,0.426492063,0,16.47222222,0.303409194,-0.170278416,0.052240655,0.238754748
0.17,1.06279321,0,64.63888889,0.750271363,-0.246392261,0.102724179,0.472872118
0.01,0.604506173,86.83333333,87.19444444,0.632202142,-0.341224711,0.052064496,0.709007692
0.15,1.017836601,13.52777778,60.33333333,0.579774614,-0.202410936,0.086183248,0.466355616
0,0.239200617,302.6388889,52.44444444,0.650275081,-0.343772455,0.033287818,0.753618875
0.17,0.701231481,1.833333333,40.77777778,0.500925553,-0.167589767,0.075291899,0.253585573
0.12,0.758188272,39.72222222,68.58333333,0.569761171,-0.17892572,0.06559178,0.359673361
0.01,0.457462963,153.7222222,52.25,1.140622711,-0.381138311,0.030394633,0.748788971
0.03,0.693441358,51.44444444,81.02777778,0.088585526,-0.067986747,0.027894383,0.684108134
0.16,1.064802469,0,64.52777778,0.06209654,-0.043971587,0.080077107,0.563740221
0.12,0.652009259,3.666666667,56.88888889,0.046398446,-0.036149241,0.051818809,0.323023432
0.16,2.166407407,0.055555556,88.75,0.133746246,-0.099590011,0.102457986,0.823876272
0.04,0.452169753,0.222222222,68.72222222,0.055143213,-0.047866667,0.02627374,0.553219487
0.18,0.849876543,0,64.30555556,0.056433621,-0.040124767,0.064779516,0.407740806
0.07,0.366864198,0.027777778,57.88888889,0.03659273,-0.02920354,0.0274068,0.399412061
0,0.084398148,234.0833333,121,0.087191919,-0.066639218,0.014297084,0.573172513
0.24,1.259472222,0,63.08333333,0.076030707,-0.050884583,0.090573846,0.550239201
0,0.036352381,329.3888889,4.833333333,0.696134454,-0.6471875,0.005418854,0.974898562
0,0.059404321,350.5555556,4.527777778,1.84382716,-1.074460432,0.009698204,0.976482852
0,0.037126543,353.0833333,2,2.501025641,-1.599016393,0.006597132,0.989477277
0.02,0.048367284,1.638888889,7.611111111,0.067223476,-0.053273703,0.008518257,0.610104455
0.22,0.879095679,40.86111111,65.94444444,0.028975082,-0.017165614,0.135533285,0.472304731
0.11,0.70858642,30.61111111,81.52777778,0.069646999,-0.038065418,0.080505112,0.482101368
0.48,2.386734007,0,64.30555556,0.289858379,-0.159937229,0.184135965,0.8685802
1.25,4.632861111,0,60.13888889,0.478889959,-0.300438,0.384743457,0.467450831
2.12,7.980259259,0,61.58333333,0.333980238,-0.181468865,0.465746183,0.469077214
0.55,3.196851852,0,89.27777778,0.321242093,-0.197108838,0.208290207,0.794155798
0.14,2.170503086,0.527777778,97.02777778,0.165363636,-0.097160863,0.111045706,0.815492947
1.78,8.159493827,0,83.97222222,0.666854267,-0.44124092,0.535116509,0.552623618
7.92,17.87889506,0,24,3.37435061,-2.237124287,1.209536861,0.444211536
4.69,14.98970988,0,54.55555556,2.345703173,-1.518621786,0.916806313,0.411824815
4.19,9.177138889,0,26.11111111,1.913581434,-1.18631688,0.696556833,0.342624559
3.67,9.122580247,0,37.66666667,2.018688767,-1.23142802,0.666000269,0.308585809
5.44,15.02968519,0,46.66666667,3.434076266,-1.961409085,0.914186148,0.355268453
4.83,15.66904938,0,61.97222222,1.762353867,-1.222314106,0.862613245,0.450356712
0.19,0.694398693,0,49.5,0.053797814,-0.037263482,0.053677728,0.398458717
2.24,9.98917284,0,62.75,3.04279395,-1.336326582,0.670617431,0.415893679
3.26,14.81552614,0,63.47222222,5.940308161,-2.226238474,0.90978036,0.370149457
3.74,22.85624691,0,86,10.42721599,-4.10125099,1.041402807,0.35273352
5.03,12.08199048,0,31.77777778,2.958129252,-1.375427564,0.781057684,0.307998837
2.52,6.864657407,0,44.13888889,1.777016445,-0.802774178,0.44675737,0.297583162
2.58,7.752404321,0,50.83333333,2.518881226,-1.220933613,0.553787379,0.297298371
3.22,9.706179012,0,45.66666667,3.429725471,-1.765744026,0.641925356,0.281517547
0.6,5.220441176,0,83.55555556,0.343213595,-0.218878637,0.371929472,0.699770137
0.15,1.593481481,0,69.80555556,0.10246804,-0.072748227,0.105361358,0.773878465
0.86,6.125990741,0,107.5833333,0.249426381,-0.158613911,0.477655689,0.668187527
1.14,7.684839506,0,85.86111111,0.635471799,-0.3662795,0.5532831,0.565510117
0.09,0.80796732,0.027777778,79.19444444,0.068053664,-0.051572212,0.066039183,0.509226068
0.71,5.204188272,0,84.77777778,0.513459973,-0.290960678,0.389138482,0.616556922
0.95,5.739166667,0,83.66666667,0.320740934,-0.180688794,0.419391636,0.576602651
0.21,1.465382716,0,81.02777778,0.112650211,-0.075952853,0.137691306,0.661970363
0.42,3.177975309,0,85.33333333,0.126132001,-0.087833882,0.262416649,0.879483049
0.14,1.44144127,0,85.19444444,0.105197763,-0.0642303,0.110852444,0.695263763
1.38,9.550666667,0,81.44444444,0.725488459,-0.436076787,0.666692356,0.497394613
0.56,4.683367284,0,85.94444444,0.192046263,-0.124410071,0.388680987,0.750121378
0.71,6.061472222,0,86.47222222,0.364628403,-0.227888123,0.515552251,0.657889704
0.74,5.630081699,0,114.0555556,0.168156492,-0.128212435,0.264108109,0.675474877
0.2,1.448592593,0,95.72222222,0.129064023,-0.092095503,0.094259803,0.685907015
0.41,3.436026144,0,105.8333333,0.253375182,-0.185405809,0.216104652,0.83394738
